,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,935.402682,865.153715,943.1027300000001,1060.190925,985.185005,1065.270575,1590.8526916666665,6192.323806333332,6442.301189333332,6951.516526333332,4665.3136417536225,1856.4654113333331,0.0,0.0,691.6242233333332,1468.9663943333326,1685.7326213333326,995.1911702173907,423.30423500000006,906.380369,1102.9921490000002,1089.9954930000001,1132.2514939999999,1067.890491
2,1041.5509200000001,963.335452,1049.3069389999998,1178.156606,1094.6898780000001,1187.001551,1702.6466906666665,6333.451355333333,6672.906886333332,7336.747081333332,5073.0004567536225,2254.222560333333,0.0,0.0,1035.3405163333332,1843.8054703333328,1978.824514333333,1198.5266492173907,569.214273,1027.305674,1227.7171360000002,1213.1939140000002,1260.389442,1188.954635
3,1147.6991580000001,1061.5171890000001,1155.511149,1296.1222870000001,1204.194751,1308.732526,1814.4406896666665,6474.578905333332,6903.512582333332,7721.977635333332,5480.687272753623,2651.979708333333,0.0,0.0,1379.0568093333331,2218.6445453333326,2271.9164073333327,1401.8621282173906,715.1243099999999,1148.230979,1352.442123,1336.3923340000001,1388.52739,1310.01878
